id;name
7f6851d6-f3bc-449e-8b6c-66f2f7cf87e9;BOP,CANALES DIGITALES,CONSULTA NAVEGACION Y USO
86f4dd9a-b94c-4353-99d8-647d5eeaddc6;BOP,CANALES DIGITALES,CONSULTA PRENDE Y APAGA
0a585105-2e8d-4cee-804c-b91e9d24270a;BOP,CANALES DIGITALES,CONSULTA TOKEN DIGITAL
4e362a2e-aaa0-4288-bae7-ac9d07f7fdad;BOP,CANALES DIGITALES,FUNCIONES CONTINENTAL BOLSA
9cb7e453-9b7a-4b94-86fb-6b5eeb3bec03;BOP,CANALES DIGITALES,GUIA AMPLIACIÓN LIMITE MONETARIO
68fef30f-60ff-4320-9676-6471efb726e2;BOP,CANALES DIGITALES,GUIA DE OLVIDO Y RESETEO DE CONTRASENA
baa27fe9-ba9a-47ca-b6a9-a18b1e608e14;BOP,CANALES DIGITALES,TRANSACCION ESCALAMIENTO
f1ebeda8-6d4e-41c4-be1a-215ad2090e1e;BOP,CANALES DIGITALES,TRANSACCIÓN AMPLIACIÓN LÍMITE MONETARIO - VISALERT
b6170b6e-6ae0-48b0-9099-df74d1d7fec8;BOP,CANALES DIGITALES,TRANSACCIÓN AMPLIACIÓN LÍMITE MONETARIO EN LÍNEA
2883cf5f-62d1-4780-882f-15ce47334716;BOP,CANALES DIGITALES,TRANSACCIÓN AMPLIACIÓN LÍMITE OPERATIVO - VISALERT
ac9b1e37-8aad-4654-a8be-1dffc9eef2f3;BOP,CANALES DIGITALES,TRANSACCIÓN AMPLIACIÓN LÍMITE OPERATIVO EN LÍNEA
a7174bc3-793e-41ca-908b-1b52dc6c9082;BOP,CHEQUES,CONSULTAS GENERALES (CONDICIONES/REQUISITOS/( COBROS)
a4a6afff-818d-4370-b1b3-75f575c2f841;BOP,CONSULTA GENERAL,ACTUALIZACION DE DATOS DEL CLIENTE
2cc621e2-1aa7-4d7d-9396-41096818c73f;BOP,CONSULTA GENERAL,CONSULTA CORREO FRAUDULENTO
8800bcb3-2d89-49c7-b1c2-a6668c74b423;BOP,CONSULTA GENERAL,SIN TEMATICO ASOCIADO
4ece328f-0a09-40f2-852f-117f48e0fd75;BOP,CONSULTA GENERAL,TIPO DE CAMBIO
7d750383-1138-455e-939c-d263ae09eec9;BOP,CONSULTA GENERAL,UBICACION Y HORARIO DE OFICINAS/CAJEROS/AGENTES
f38ce423-686c-4115-bd05-947f66d86f4c;BOP,CONSULTAS GENERALES, CONSULTA PLIN
87b131ce-30b9-440c-bab0-d36aa3bf2180;BOP,CONSULTAS GENERALES,CONSULTA DE VOUCHER POR CORREO ELECTRÓNICO
219b395e-6b7e-41a6-8ad7-f32a2045761c;BOP,DERIVACIONES,CANALES DIGITALES
766c548f-3ceb-4832-98cf-5450f204bd38;BOP,DERIVACIONES,DERIVACIONES OFICINAS
7e45a818-0488-4adb-9ed2-87aa32499495;BOP,DERIVACIONES,DERIVACIONES OTROS CANALES
2cd0b10b-33f2-4c60-8efb-8b74c74faecb;BOP,DERIVACIONES,LINEA AGENTE EXPRESS
e51f9910-33e2-487f-81d3-b82db467553f;BOP,DERIVACIONES,LINEA NEGOCIOS
540537c0-1839-4354-a681-ead3b44a753f;BOP,DERIVACIONES,OFICINA PRINCIPAL BBVA
6b031b55-026b-4993-b85f-7bb269a1a3ab;BOP,DERIVACIONES,OTROS
fe0fbff0-2f2f-4b43-811e-e25671843282;BOP,DERIVACIONES,RIMAC
977b230c-894c-431b-842a-a99722300e91;BOP,FONDOS MUTUOS,CONSULTA
f48ae073-ccbc-4425-9c1d-a539ee3ec58f;BOP,INCIDENCIAS,INCIDENCIAS
6f291691-9773-4b53-b6f8-414386e7f387;BOP,LLAMADA VICIO,CLIENTE EN LISTA NEGRA
1df16b20-693e-4c37-8d99-4d5450115d3c;BOP,LLAMADA VICIO,LLAMADA DE PRUEBA
a36e2528-215b-4459-a9ae-994d282238e1;BOP,LLAMADA VICIO,LLAMADA MOLESTA
6dfad3f0-25c0-467b-a144-6ce0215359ae;BOP,LLAMADA VICIO,LLAMADA VICIO
6e1815c1-ceed-4814-8ad6-4311178d6c90;BOP,NUEVA APP GLOMO,CONSULTAS GLOMO
3490d089-27dc-4725-b355-d014857657f5;BOP,OTRAS TARJETAS,BLOQUEO DE VALE DE REFRIGERIO
a280aa63-27df-4984-99b8-e60250eecbf4;BOP,OTRAS TARJETAS,BLOQUEO OTRAS TARJETAS
6306211c-3160-4fe9-b170-f8a18f82ac8d;BOP,OTRAS TARJETAS,BLOQUEO POR CANCELACION CUENTAS
a75f2f1a-25a7-4296-96bd-557caec748d3;BOP,OTRAS TARJETAS,BLOQUEO TARJETA AF
389c25a2-860c-44ac-97cf-d3661f49be62;BOP,OTRAS TARJETAS,BLOQUEO TARJETA POR CHIP
629cd37e-49db-4f6d-9edd-b4b234b21b3e;BOP,OTRAS TARJETAS,BLOQUEO TARJETA POR DETERIORO
21d462d4-0772-49a3-a40d-2c9d2891bff5;BOP,OTRAS TARJETAS,BLOQUEO TARJETA POR PERDIDA
7daea50e-9c8f-4f9a-87e0-88c17bbc5e1d;BOP,OTRAS TARJETAS,BLOQUEO TARJETA POR PROBLEMA CAJERO
2f64960b-df9c-4a1a-84dc-7dc6bf07bd04;BOP,OTRAS TARJETAS,BLOQUEO TARJETA POR ROBO
52fd0069-d360-4319-bbb8-8c7345ee4d02;BOP,OTRAS TARJETAS,BLOQUEO TARJETA WALLET
e2c79840-4c26-4a93-8f0d-109c49d377e8;BOP,OTRAS TARJETAS,BLOQUEO TOKEN DIGITAL
dbe430c7-96af-4f28-a237-75ce8003f372;BOP,OTRAS TARJETAS,CONSULTA BLOQUEO
5b90e119-9dab-42eb-bdbb-4d97f3231703;BOP,OTRAS TARJETAS,CONSULTA BLOQUEO PREVENTIVO CUENTAS
eac609a6-7eaf-49ea-8681-3ce4e7adf33a;BOP,OTRAS TARJETAS,CONSULTA BLOQUEO PREVENTIVO PF
24aa33af-ca5e-417c-a58e-bc41a34e4caf;BOP,OTRAS TARJETAS,CONSULTA BLOQUEO PREVENTIVO VCAS / MC
849a81ef-3204-4c54-b4ad-1d17ab63f98f;BOP,OTRAS TARJETAS,CONSULTA BLOQUEO PREVENTIVO VRM
580da6eb-1c61-40f0-997b-32d1f6be4e7f;BOP,OTRAS TARJETAS,CONSULTA BLOQUEO TARJETA AF
4e0df015-ccf9-42e1-918e-5429ce62aa2a;BOP,OTRAS TARJETAS,TARJETA COORDENADAS
4462bc84-cc0c-48d7-8172-b39bbd912921;BOP,PRESTAMOS,AMORTIZACIÓN/ REFINANCIAMIENTO/ RENOVACIÓN
33783727-c7a3-4be0-8851-5aa99986e677;BOP,PRESTAMOS,CONSULTA CRONOGRAMA DE PAGOS
61c86067-2883-4201-975c-4b8d10e0ccef;BOP,PRESTAMOS,CONSULTA PENALIDADES PRESTAMOS
5a28894f-b4fa-4703-ad8e-b258c15710a4;BOP,PRESTAMOS,CONSULTA PRESTAMOS
c7045b90-e05d-45ac-b2cd-913a6a51dca1;BOP,PRESTAMOS,CONSULTA REPROGRAMACION
396d22d1-4761-48da-a758-5606c50ade3f;BOP,PRESTAMOS,CONSULTA USO DE CUOTA COMODIN
2dfb71fa-c5ac-42fc-ac92-0f17143de473;BOP,PRESTAMOS,CONSULTAS GENERALES (CONDICIONES/REQUISITOS/ CUENTA ASOCIADA)
a559504e-8534-4289-a576-ca70aa36169a;BOP,PRESTAMOS,TRANSACCION PAGO PRESTAMO
0ba1e229-e11b-4fb0-a9b0-c802c8576481;BOP,PRESTAMOS,TRANSACCIÓN CAMBIO DE FECHA
1adf3269-f8db-4ac9-9851-8feae9c424b5;BOP,RECLAMOS,ANULACION RECLAMO O REQUERIMIENTO
93c71607-e54b-48ec-acab-475027c87e87;BOP,RECLAMOS,CONSULTA ESTADO RECLAMO O REQUERIMIENTO
0739ae50-d29f-446b-93a3-0da54f68005f;BOP,RECLAMOS,CONSULTA/GESTION DE RECLAMO
e3a2a831-29b6-491b-ba5f-bcafede4d20a;BOP,RECLAMOS,MODIFICACION RECLAMO O REQUERIMIENTO
a92b2f34-64c5-4d30-964b-48a86df60630;BOP,RECLAMOS,PRIORIZACION RECLAMO O REQUERIMIENTO
7f833930-746b-4aa2-afd2-aef2a677efe8;BOP,SEGUROS,CANCELACION DE SEGURO
04c7d944-9aa3-44ac-89ee-4286f022228f;BOP,SEGUROS,CONSULTA SEGURO
89ef4c43-3472-404a-9b95-90a859f6a532;BOP,SEGUROS,CONSULTA Y PAGO
35d88d31-eca0-42df-8638-64a509c96a33;BOP,SEGUROS,DEVOLUCION DE SEGURO
1609a7a2-f1ec-4ed5-aa85-fef681f5ec04;BOP,TARJETA DE CREDITO,ANULACION REPROGRAMACION
e7182cde-9ba8-4faf-bc78-6fe0ae162e0b;BOP,TARJETA DE CREDITO,BLOQUEO DE VALE DE REFRIGERIO
8cc5c17e-2a30-4aae-b70e-4c196a9e91a2;BOP,TARJETA DE CREDITO,BLOQUEO OTRAS TARJETAS
fdeeab08-9471-45ce-9a10-0e78e184539b;BOP,TARJETA DE CREDITO,BLOQUEO POR CANCELACION CUENTAS
a3093176-747e-4512-8eca-5699e72f1f8c;BOP,TARJETA DE CREDITO,BLOQUEO TARJETA AF
4670ca7a-a206-458e-8876-a273c57f7149;BOP,TARJETA DE CREDITO,BLOQUEO TARJETA POR CHIP
75642eb8-bad3-414d-9440-fe3d8182be4a;BOP,TARJETA DE CREDITO,BLOQUEO TARJETA POR DETERIORO
223e923a-902c-4160-81de-46b3e40de8a8;BOP,TARJETA DE CREDITO,BLOQUEO TARJETA POR PERDIDA
08dac978-e5a1-4a80-bf2a-af6e37617522;BOP,TARJETA DE CREDITO,BLOQUEO TARJETA POR PROBLEMA CAJERO
b7265e86-6b53-40e7-9408-db4d4345f386;BOP,TARJETA DE CREDITO,BLOQUEO TARJETA POR ROBO
0857e5de-64f9-4da3-85c7-98429e546c76;BOP,TARJETA DE CREDITO,BLOQUEO TARJETA WALLET
64628ff1-21ca-4281-8c95-3b4e3924f327;BOP,TARJETA DE CREDITO,BLOQUEO TOKEN DIGITAL
05423668-e2d8-4c20-9404-1a885b028248;BOP,TARJETA DE CREDITO,CONSULTA BLOQUEO
541c16ab-21a8-4e15-a6cf-2077d3485fa9;BOP,TARJETA DE CREDITO,CONSULTA BLOQUEO PREVENTIVO CUENTAS
d6dec9b9-ddbd-4d77-b601-570fe8ec9e15;BOP,TARJETA DE CREDITO,CONSULTA BLOQUEO PREVENTIVO PF
2590c5ff-9a26-4341-9984-7651ae9162f1;BOP,TARJETA DE CREDITO,CONSULTA BLOQUEO PREVENTIVO VCAS / MC
25f51d8e-c39e-4b7b-8d3c-03684a22006e;BOP,TARJETA DE CREDITO,CONSULTA BLOQUEO PREVENTIVO VRM
37cd0086-fb84-43e5-9705-2dc984e534d0;BOP,TARJETA DE CREDITO,CONSULTA BLOQUEO TARJETA AF
d3428d1b-8998-4c5f-8bf1-50104d878dd0;BOP,TARJETA DE CREDITO,CONSULTA DEUDA TARJETA
ee6ac9b5-1553-4270-b5ee-b73c41d0ca1b;BOP,TARJETA DE CREDITO,CONSULTA REPROGRAMACION
b0909112-3e02-49c8-a92b-b9104dcb84e9;BOP,TARJETA DE DEBITO/CUENTA,AFILIACION/DESAFILIACION EXTRACTO DE MOVIMIENTOS
c6e216d6-02fe-4d1d-b14c-912b1ca42b35;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO OTRAS TARJETAS
a678cef9-ce01-45a7-a015-6e85a768863d;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO POR CANCELACION CUENTAS
ee5f252f-c6c7-4efa-bcab-c701e36f7c7b;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO TARJETA AF
02e0fa84-4ea8-4605-8ad4-f15c97d451ed;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO TARJETA POR CHIP
46b72163-b557-40a0-80f2-c6b0690bc401;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO TARJETA POR DETERIORO
216628fd-1afe-4f39-ab82-c2f2700c3778;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO TARJETA POR PERDIDA
fbc05554-c88d-4c85-8108-86b5078af389;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO TARJETA POR PROBLEMA CAJERO
3dad77ed-d2a4-4838-88f7-bbf4c8a9167c;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO TARJETA POR ROBO
c60e723d-5c6b-4d64-8221-ac9cf6979495;BOP,TARJETA DE DEBITO/CUENTA,BLOQUEO TOKEN DIGITAL
3846decc-a83f-4af1-b4bf-69a0e6663549;BOP,TARJETA DE DEBITO/CUENTA,CANCELACION DE CUENTA
33f647f9-ffd2-4d9d-831e-23034a85e364;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA BLOQUEO
ce2ce847-c214-49cc-8e01-b400df685200;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA BLOQUEO PREVENTIVO CUENTAS
7c4f6eaa-77ef-4571-ba96-e76f5abeb063;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA BLOQUEO PREVENTIVO PF
f6137e28-a626-4d95-9418-0cda2e83117e;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA BLOQUEO PREVENTIVO VCAS / MC
12597242-a07d-457d-9056-61ed2327d884;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA BLOQUEO PREVENTIVO VRM
0e9b78ed-bed5-4670-8559-c6ae7a82b483;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA BLOQUEO TARJETA AF
36fbc569-effd-4388-be6a-fdecf6ba2df1;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA CANCELACION DE CUENTA
fdd0e8f4-b8e1-4ecb-b74f-0786cc774b73;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA CODIGO INTERBANCARIO/SWIFT
cd695fa2-0824-45cb-87ab-1deedb10453d;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA COMISION/TARIFA
aec14173-34e2-42d5-8b84-6191b6b4789b;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA CTS
82510f9f-b37e-4f8d-b45e-25962e6ab668;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA DE RETENCIONES DE SALDOS DE TD
6874082a-45be-4544-8144-4acf21f368e5;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA DE SALDO
8004726a-a4fc-4b81-83f1-f7e2cddbbffb;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA MOVIMIENTOS
3eb9a736-0fa1-4c9d-9a07-24e04e1f0402;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA NUMERO DE CUENTA
75b5283d-1680-4c9e-ba15-d12a71439e6d;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA RETENCION
ad1ee0d3-507a-4aba-a41e-55ae6aca3307;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA RETENCION JUDICIAL
cef71c87-b116-4272-842a-815f8743b9f7;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA RETIRO AFP
0155c0d0-a838-4689-8dd8-49df5b360e5e;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA TARJETA VINCULADA
4aa7f74f-500e-4d16-9824-7e25e9224788;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA TRANSFERENCIA A TERCEROS
62132a1a-7562-4a1f-9288-36e6206e67d1;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA TRANSFERENCIA AL EXTERIOR
44ea1c78-c0bc-4df9-a48e-bf087bb6aa90;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA TRANSFERENCIAS ENTRE CUENTAS PROPIAS
de4a4b6a-b9b3-482c-afbd-b6275db232a7;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA/ AFILIACION AVISOS Y ALERTAS (CORREO)
3f4fc3a3-2134-4f26-a102-a1315e1c19c7;BOP,TARJETA DE DEBITO/CUENTA,CONSULTA/AFILIACION AVISOS Y ALERTAS (CORREO)
94b3c5fd-f5f9-4e24-abbd-2fc2bc9f6950;BOP,TARJETA DE DEBITO/CUENTA,DEVOLUCION DIF TIPO DE CAMBIO
bfef0052-90aa-4c73-ba94-e5d47216eaa1;BOP,TARJETA DE DEBITO/CUENTA,RESOLUCION EL LINEA POR OPERACIONES NO RECONOCIDAS
d6634902-bf81-4cac-8de1-661983f2df9c;BOP,TARJETA DE DEBITO/CUENTA,RESOLUCION EN LINEA POR OPERACIONES NO RECONOCIDAS
112b4eb0-1a94-4e9e-bf8a-72522ac6b9ac;BOP,TARJETA DE DEBITO/CUENTA,TRANSACCION/ ESCALAMIENTO AMPLIACION LIMITE MONETARIO
e5677f29-3bb6-4e8a-b23d-78a8332edb80;BOP,TARJETA DE DEBITO/CUENTA,TRANSFERENCIA INTERBANCARIA
91af71de-6224-4489-af3b-4a3e15a3189c;BOP,TEMAS GOBIERNO,CONSULTA DEPOSITOS SUNAT
e94b0acc-c1ca-4e39-a0e5-307cc638adf0;BOP,TRANSFERENCIAS,IVR
709ba1ba-05e6-4a11-b0e2-15e9d6e2aa04;BOP,TRANSFERENCIAS,TARJETAS
e56f8eb0-ce8f-4e37-8373-eb0670384d43;BOP,TRANSFERENCIAS,TRANSFERENCIAS OTRO POOL
3017a918-45ca-4242-b284-7c4d2d85e56d;BOP,WALLET,CONSULTA
c88c7990-243e-41cc-a838-db60fdce2ac2;BOP,WALLET,CONSULTA EFECTIVO WALLET
4e7b5481-0376-4e8a-900d-b4d950bcf32e;CHAT CONSULTAS,AFP,INCIDENCIA EN EL RETIRO
b0ee0516-48e3-430b-9ce1-fe4654e703df;CHAT CONSULTAS,AFP,INFORMACION DE PRODUCTO
6f4439e6-34f1-496a-988e-d48341b49aa3;CHAT CONSULTAS,AFP,RETIRO DE AFP
7e15887b-abfd-4565-96bb-858b611a950b;CHAT CONSULTAS,AGENTES,DERIVACIÓN A AGENTE
d2b457a4-2357-4b18-85c9-3dd34e70cf4b;CHAT CONSULTAS,AGENTES,INCIDENCIA EN AGENTE
30c9ed24-e56b-4011-9143-3758e6a128ce;CHAT CONSULTAS,AGENTES,INFORMACIÓN DE AGENTES
51fda09c-0984-4fa4-9e73-e79ee5a3870d;CHAT CONSULTAS,AGENTES,MALA ATENCIÓN EN AGENTE
4fae198c-6ee8-4108-aa35-9e651cd3464b;CHAT CONSULTAS,AGENTES,SOLICITUD PARA SER AGENTE
2b16c4c4-d26a-4c6d-b3df-02357cc97a12;CHAT CONSULTAS,APP BANCA MÓVIL,AFILIACIÓN Y GUÍA 
2e906eb2-db7f-486b-8f7b-9838abe47380;CHAT CONSULTAS,APP BANCA MÓVIL,DERIVACIÓN A SOPORTE DIGITAL
27565e0c-abe4-4858-a5c4-872db5d0a8c8;CHAT CONSULTAS,APP BANCA MÓVIL,DESAFILIACIÓN CARRITO DE PAGOS APP BANCA MÓVIL 
4c353c10-0c8f-45fb-95c2-f600ee3e3251;CHAT CONSULTAS,APP BANCA MÓVIL,INCIDENCIA EN OPERACIONES
02312b76-684b-492a-bc1a-466e754fe000;CHAT CONSULTAS,APP BANCA MÓVIL,INCIDENCIA INGRESO PÁGINA WEB 
bd28a22d-91e3-4b9b-914f-96efb0eae6b1;CHAT CONSULTAS,APP BANCA MÓVIL,INCREMENTO DE LIMITES MONET
0900eba2-c25b-45b7-9662-193e424fe6e7;CHAT CONSULTAS,APP BANCA MÓVIL,INCREMENTO DE LIMITES OPERAC 
f1e98ff1-6fac-4a0f-a274-e2fe98c9ba1f;CHAT CONSULTAS,APP BANCA MÓVIL,INFORMACIÓN APP BANCA MÓVIL
0ecffe78-12fd-4b11-b2c9-556a978928f6;CHAT CONSULTAS,APP MI MUNDO,AFILIACIÓN Y GUÍA 
19505b26-6740-45ca-9db0-f2745971c4c9;CHAT CONSULTAS,APP MI MUNDO,DERIVADO A LA APP MI MUNDO
375148b7-904a-4486-b006-cc9d9559c2e7;CHAT CONSULTAS,APP MI MUNDO,DESCUENTOS MI MUNDO
375a8213-b83b-454d-9ce3-964efcbfb297;CHAT CONSULTAS,APP MI MUNDO,INCIDENCIA EN OPERACIONES
bbfdf36c-a7c1-44d3-b3c4-300033742b4e;CHAT CONSULTAS,APP MI MUNDO,INFORMACIÓN APP MI MUNDO
b4610cba-f68d-4055-b79f-cf3f08a25848;CHAT CONSULTAS,ATM,DERIVACIÓN A ATM
727b0bb4-e776-432e-9d18-e1fc92a3d9fe;CHAT CONSULTAS,ATM,INCIDENCIA EN ATM
79870eb9-9bb7-4c32-abcc-5c8e4578a1d6;CHAT CONSULTAS,ATM,INFORMACIÓN DE PRODUCTO 
9ebb431f-2b40-4021-87ce-23094e8bfac8;CHAT CONSULTAS,BANCA POR INTERNET,AFILIACION Y GUIA
2aa3af6c-111b-4ef6-a6be-4f84beee6876;CHAT CONSULTAS,BANCA POR INTERNET,DERIVACION A SOPORTE DIGITAL
f515d19b-15cc-4d24-8120-e946d3b19568;CHAT CONSULTAS,BANCA POR INTERNET,INCIDENCIA DE INGRESO A LA WEB
71c2d7d6-ce61-4320-93f4-a4b3d508adbc;CHAT CONSULTAS,BANCA POR INTERNET,INCIDENCIA EN OPERACIONES
9990636f-cb09-4774-b400-01cdaa0fe604;CHAT CONSULTAS,BANCA POR INTERNET,INCREMENTO DE LIMITES
2e91c71a-59bb-4b8a-8b12-6aca7078f479;CHAT CONSULTAS,BANCA POR INTERNET,INFORMACION BANCA POR INTERNET
e322919a-2d59-4189-b9ce-737498d8dfca;CHAT CONSULTAS,BANCA POR INTERNET,INFORMACION DE PRODUCTO
2134aa66-927f-4c26-8d01-1920e03a1926;CHAT CONSULTAS,BANCA POR INTERNET,PAGO DE SERVICIOS
26133283-16f5-45b3-b19d-26f66f82c9d9;CHAT CONSULTAS,BANCA POR TELÉFONO,DERIVACIÓN A BXT
884b052a-6aab-4724-aa4e-f99701ee057d;CHAT CONSULTAS,BANCA POR TELÉFONO,HORARIO DE ATENCIÓN BXT
ca85854a-b7db-4892-bbd4-f24090e18a99;CHAT CONSULTAS,BANCA POR TELÉFONO,INCIDENCIA EN BXT
62cc6917-e082-4743-a4d8-c5e55a5903d9;CHAT CONSULTAS,BANCA POR TELÉFONO,MALA ATENCIÓN EN BXT
